review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
4764,2626,5,67,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4765,939,4,60,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4766,687,60,67,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4767,1187,8,135,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4768,1875,6,98,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4769,1031,51,76,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4770,1637,14,140,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4771,991,65,112,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4772,204,22,129,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4773,2237,11,130,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4774,276,23,68,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4775,359,14,70,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4776,2827,45,120,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4777,1096,12,121,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4778,216,34,135,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4779,368,44,90,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4780,2613,56,129,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4781,2276,19,20,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4782,1041,5,100,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4783,161,58,64,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4784,1610,17,10,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4785,2400,33,148,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4786,793,10,139,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4787,1267,62,11,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4788,986,3,47,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4789,428,27,66,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4790,2088,36,90,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4791,2879,6,81,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4792,2197,16,4,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4793,424,25,141,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4794,922,42,123,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4795,2939,17,59,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4796,1150,61,35,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4797,792,67,139,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4798,2939,28,115,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4799,2230,15,143,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4800,611,13,13,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4801,2998,36,68,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4802,91,53,146,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4803,531,11,66,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4804,1198,51,45,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4805,1044,21,90,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
4806,2792,32,60,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
4807,2681,28,17,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4808,1776,73,100,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4809,1602,46,101,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4810,2784,51,107,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4811,772,73,44,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4812,65,69,138,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4813,465,43,125,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4814,520,71,136,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4815,2089,40,103,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4816,58,15,13,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4817,1907,15,21,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
4818,2114,63,141,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4819,926,63,59,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4820,1468,27,85,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4821,1293,37,2,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4822,1687,43,107,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4823,1713,69,134,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4824,1175,53,145,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
4825,2272,44,95,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4826,404,63,88,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4827,2378,43,105,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4828,2184,3,20,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4829,832,38,62,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4830,328,30,65,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
4831,1400,28,105,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
4832,2540,34,112,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
4833,748,55,41,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4834,865,71,124,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4835,589,2,79,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4836,1019,7,29,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
4837,1215,56,58,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4838,2187,32,58,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
4839,203,51,38,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4840,575,35,4,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
4841,2141,6,16,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4842,531,48,49,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4843,2411,7,66,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4844,1904,2,4,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4845,2078,46,19,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4846,2738,4,93,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4847,1057,52,87,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
4848,97,23,73,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4849,1262,14,27,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
4850,170,72,110,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
4851,1212,42,32,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4852,1097,62,143,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
4853,1977,50,30,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4854,1489,73,72,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4855,1816,14,69,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4856,1221,13,96,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4857,2510,18,21,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
4858,2006,15,100,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
4859,167,58,144,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
4860,730,14,138,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4861,2377,56,150,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4862,1827,56,149,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4863,1960,48,37,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
4864,2978,48,40,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4865,1122,65,111,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
4866,2707,45,128,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
4867,585,30,48,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4868,1181,13,150,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
4869,561,72,72,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
4870,2467,33,37,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
4871,861,30,49,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
4872,1128,12,139,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
